,Name,Price,Link
136,MSI Optix MAG272 (Optix MAG272),245 €,https://www.datart.sk/optix-mag272-flat-optix-mag272.html
137,AOC C27G1 (C27G1),245 €,https://www.datart.sk/aoc-c27g1-c27g1.html
138,Samsung U28E590 čierny (LU28E590DS/EN),240 €,https://www.datart.sk/LCD-monitor-SAMSUNG-28-LED-U28E590-UHD-DP-HDMI.html
139,LG 19MB15T- I dotykový čierny (19MB15T-I.AEU),240 €,https://www.datart.sk/monitor-lg-19mb15t-i-dotykovy-cierny.html
140,Samsung C27T550 (LC27T550FDUXEN),239 €,https://www.datart.sk/monitor-samsung-c27t550-lc27t550fduxen.html
141,Lenovo G27c-10 (66A3GACBEU),239 €,https://www.datart.sk/lenovo-g27c-10-66a3gacbeu.html
142,Lenovo Q27q-10 čierny (65F4GAC3EU),239 €,https://www.datart.sk/lenovo-q27q-10-65f4gac3eu.html
143,HP EliteDisplay E223d (5VT82AA#ABB),"238,10 €",https://www.datart.sk/hp-elitedisplay-e223d-docking-monitor-uhlopricka-21-5-palcu-rozliseni-1920x1080-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-usb-hub-konektory-dp-1-2-out-hdmi-1-4-4xusb.html
144,Dell P2418HZM (210-AOEY),235 €,https://www.datart.sk/monitor-dell-p2418hzm-210-aoey.html
145,"Viewsonic VA2719-2K-smhd 27"" IPS LED/2560x1440/50M:1/5ms/300 cd/m2/2xHDMI/DP/ VESA/Repro (VA2719-2K-smhd)",235 €,https://www.datart.sk/viewsonic-va2719-2k-smhd-27-ips-led-2560x1440-50m-1-5ms-300-cd-m2-2xhdmi-dp-vesa-repro-va2719-2k-smhd.html
146,Samsung S24H850 čierny (LS24H850QFUXEN),"233,90 €",https://www.datart.sk/Samsung-24-S24H850-WHQD-HDMI.html
147,Samsung C32F391 biely (LC32F391FWUXEN),"231,90 €",https://www.datart.sk/Samsung-32-C32F391-FullHD-VA-DP-HDMI.html
148,Philips 271B8QJKEB (271B8QJKEB/00),231 €,https://www.datart.sk/monitor-philips-271b8qjkeb-271b8qjkeb-00.html
149,Viewsonic VX3211-mh 32”W IPS/1920x1080/80M:1/3ms/250 cd/m2/D-Sub/HDMI/Repro/VESA (VX3211-mh),230 €,https://www.datart.sk/viewsonic-vx3211-mh-32w-ips-1920x1080-80m-1-3ms-250-cd-m2-d-sub-hdmi-repro-vesa-vx3211-mh.html
150,Dell U2415 (210-AEVE),"229,90 €",https://www.datart.sk/LCD-monitor-DELL-24-LCD-U2415-UltraSharp-IPS-16-10-HDMI-DP-USB.html
151,Acer KG271Ubmiippx (UM.HX1EE.032),229 €,https://www.datart.sk/monitor-acer-kg271ubmiippx-um-hx1ee-032.html
152,AOC 27G2U/BK (27G2U/BK),229 €,https://www.datart.sk/aoc-27g2u-bk-27g2u-bk.html
153,Acer ED322QAwmidx biely (UM.JE2EE.A01),228 €,https://www.datart.sk/ed322qawmidx-80cm-31-5-va-led-curved-1920x1080-60hz-100m-1-250cd-m2-178-178-4ms-vga-dvi-hdmi-audioout-repro-2x3w-freesync-flickerless-bluelightfilter-comfyview-zeroframe-silver-um-je2ee-a01.html
154,Acer B277bmiprzx (UM.HB7EE.005),227 €,https://www.datart.sk/monitor-acer-b277bmiprzx-um-hb7ee-005.html
155,AOC Q27P1 biely (Q27P1),"225,90 €",https://www.datart.sk/monitor-aoc-q27p1-biely-q27p1.html
156,Philips 243B1 (243B1/00),225 €,https://www.datart.sk/monitor-philips-243b1-243b1-00.html
157,MSI Optix MAG161V (Optix MAG161V),"224,70 €",https://www.datart.sk/msi-optix-mag161v-15-6-1920x1080-700-01-00-optix-mag161v.html
158,HP Z24i G2 (1JS08A4#ABB),"222,90 €",https://www.datart.sk/hp-z24i-g2-uhlopricka-24-rozliseni-1920x1200-60-hz-panel-ips-led-8-bit-6-bit-a-frc-16-7-million-colors-16-10-micro-edge-3-strany-jas-300-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-gtg-matny-panel-25-99-srgb-vyskove-nastavitelny-pivot-1.html
159,Samsung S27R650 (LS27R650FDUXEN),222 €,https://www.datart.sk/s27r650-ls27r650fduxen.html
160,MSI Optix G27C4 (Optix G27C4),222 €,https://www.datart.sk/msi-optix-g27c4-27-c-1920x1800-3000-1-1ms-165hz-optix-g27c4.html
161,AOC G2590PX (G2590PX),"220,90 €",https://www.datart.sk/monitor-aoc-g2590px-g2590px.html
162,Dell P2719H (210-APXF),"220,90 €",https://www.datart.sk/monitor-dell-p2719h-210-apxf.html
163,HP OMEN 25 (Z7Y57AA#ABB),219 €,https://www.datart.sk/monitor-hp-omen-25-24-5-led-tn-1ms-1000-1-400cd-m2-1920-x-1080-dp.html
164,HP Z22n G2 (1JS05A4#ABB),219 €,https://www.datart.sk/hp-z22n-g2-uhlopricka-21-5-rozliseni-1920x1080-60-hz-panel-ips-led-8-bit-6-bit-a-frc-16-7-million-colors-16-9-micro-edge-3-strany-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-gtg-matny-panel-25-95-srgb-vyskove-nastavitelny-pivot.html
165,Samsung SE650XW (LS24E65UXWGEN),218 €,https://www.datart.sk/ls24e65uxwgen-ls24e65uxwgen.html
166,Philips 252B9 (252B9/00),"217,90 €",https://www.datart.sk/monitor-philips-252b9-252b9-00.html
167,Dell S2719H (210-APDS),"214,90 €",https://www.datart.sk/monitor-dell-s2719h-210-apds.html
168,AOC X24P1 čierny (X24P1),214 €,https://www.datart.sk/monitor-aoc-x24p1-cierny-x24p1.html
169,Acer B247Wbmiprzx (UM.FB7EE.004),213 €,https://www.datart.sk/monitor-acer-b247wbmiprzx-um-fb7ee-004.html
170,Acer B246HYLAymidr čierny (UM.QB6EE.A01),212 €,https://www.datart.sk/monitor-acer-b246hylaymidr-23-8-led-ips-6ms-100000000-1-250cd-m2-1920-x-1080.html
171,HP 32f (6XJ00AA#ABB),209 €,https://www.datart.sk/hp-32f-uhlopricka-31-5-rozliseni-1920-x-1080-60hz-panel-sva-w-led-svitivost-3000-cd-m2-staticky-kontrast-1000-1-odezva-14-ms-gtg-antireflexni-filtr-2x-hdmi-2-0-hdcp-1x-vga-low-blue-light-6xj00aa-abb.html
172,HP 25mx (4JF31AA#ABB),209 €,https://www.datart.sk/hp-25mx-uhlopricka-24-5-palce-rozliseni-1920-x-1080-panel-tn-w-led-svitivost-400-cd-m2-staticky-kontrast-1000-1-odezva-1ms-matny-povrch-ambient-light-low-blue-light-2xhdmi-display-port-1-2-3x-usb-3-0-dva-vstupni-jeden-vystupni-zobrazovaci-fre.html
173,HP Z24nf G2 (1JS07A4#ABB),"207,90 €",https://www.datart.sk/hp-z24nf-g2-uhlopricka-23-8-rozliseni-1920x1080-60-hz-panel-ips-led-8-bit-6-bit-a-frc-16-7-million-colors-16-9-micro-edge-3-strany-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-gtg-matny-panel-25-95-srgb-vyskove-nastavitelny-pivot.html
174,Asus VG245H (90LM02V0-B01370),"203,90 €",https://www.datart.sk/monitor-asus-vg245h-90lm02v0-b01370.html
175,AOC 27G2U5/BK (27G2U5/BK),203 €,https://www.datart.sk/aoc-27g2u5-bk-27g2u5-bk.html
176,Philips 275E1S (275E1S/00),"202,90 €",https://www.datart.sk/monitor-philips-275e1s-275e1s-00.html
177,ZOWIE by BenQ XL2411 čierny (9H.LELLB.RBE),199 €,https://www.datart.sk/LCD-monitor-BENQ-XL2411.html
178,HP 27q (3FV90AA#ABB),199 €,https://www.datart.sk/monitor-hp-27q-3fv90aa-abb.html
179,"HP EliteDisplay E190i čierny/strieborný 19"", LED, IPS, 8ms, 1000:1, 250cd/m2, 1280 x 1024, DVI (E4U30AA#ABB)",199 €,https://www.datart.sk/monitor-hp-elitedisplay-e190i-cierny-strieborny-19-led-ips-8ms-1000-1-250cd-m2-1280-x-1024-dvi-e4u30aa-abb.html
180,"Viewsonic VG2439Smh-2 - 24"" LED/FHD/20M:1/5ms/250 cd/m2/VGA/HDMI/DP/2xUSB/Repro/178°/178°/pivot (VG2439smh-2)",199 €,https://www.datart.sk/viewsonic-vg2439smh-2-24-led-fhd-20m-1-5ms-250-cd-m2-vga-hdmi-dp-2xusb-repro-178-178-pivot-vg2439smh-2.html
181,HP EliteDisplay E243 (1FH47AA#ABB),"198,90 €",https://www.datart.sk/hp-elitedisplay-e243-uhlopricka-23-8-palcu-rozliseni-1920x1080-panel-ips-w-led-micro-edge-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-usb-hub-konektory-vga-dp-1-2-hdmi-1-4-usb3-0-bez.html
182,HP P27h G4 (7VH95AA#ABB),"196,90 €",https://www.datart.sk/hp-p27h-g4-uhlopricka-27-rozliseni-1920x1080-panel-ips-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-low-blue-light-flicker-free-1x-displayport-1-2-hdcp-1x-hdmi-1-4-hdcp-1x-vga-reproduktory-2x-2w-zaruka-3-3-3-7vh9.html
183,AOC Q3279VWFD8 čierny (Q3279VWFD8),196 €,https://www.datart.sk/monitor-aoc-q3279vwfd8-cierny-q3279vwfd8.html
184,Dell U2419H (210-AQYU),196 €,https://www.datart.sk/monitor-dell-u2419h-210-aqyu.html
185,"HP 25x  24,5"",LED, TN, 1ms, 1000:1, 400cd/m2, 1920 x 1080,DP, (3WL50AA#ABB)","195,90 €",https://www.datart.sk/monitor-hp-25x-24-5-led-tn-1ms-1000-1-400cd-m2-1920-x-1080-dp-3wl50aa-abb.html
186,MSI Optix G24C4 (Optix G24C4),195 €,https://www.datart.sk/msi-optix-g24c4-23-6-c-1920x1080-3000-1-1ms-144hz-optix-g24c4.html
187,Acer Nitro XV240YPbmiiprx (UM.QX0EE.P01),"192,40 €",https://www.datart.sk/nitro-xv240ypbmiiprx-23-8-ips-led-1920x1080-165hz-overclock-144hz-100m-1-250cd-m2-178-178-0-1ms-g2g-min-2xhdmi-2-0-1xdp-1-2-audio-out-repro-2x2w-hgt-adj-pivot-vesa-acerdisplaywidget-freesync-6color-adjustment-hdr-ready-hdr-10.html
188,Philips 322E1C (322E1C/00),"191,90 €",https://www.datart.sk/monitor-philips-322e1c-322e1c-00.html
189,HP 24x (5ZU98AA#ABB),"191,90 €",https://www.datart.sk/hp-24x-uhlopricka-24-5-palce-rozliseni-1920-x-1080-panel-tn-w-led-svitivost-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-matny-povrch-low-blue-light-1x-hdmi-1-4-hdcp-1x-displayport-1-2-hdcp-zobrazovaci-frekvence-horizontalne-az167-khz-zobraz.html
190,Asus BE229QLB čierny (90LM01X0-B01370),189 €,https://www.datart.sk/monitor-asus-be229qlb-cierny.html
191,Philips 243B9 (243B9/00),188 €,https://www.datart.sk/monitor-philips-243b9-243b9-00.html
192,AOC 24G2U čierne (24G2U/BK),"187,70 €",https://www.datart.sk/aoc-24g2u-24g2u-bk.html
193,Acer CB272bmiprx čierny (UM.HB2EE.001),187 €,https://www.datart.sk/cb272bmiprx-69cm-27-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-1ms-vrb-vga-hdmi-dp-audio-in-out-repro-2x2w-hgt-adj-vesa-pivot-hdr-ready-freesync-6color-adjustment-flickerless-bluelightfilter-lowdimming-comfyview-ergostand-z.html
194,Acer ED270RPbiipx (UM.HE0EE.P01),187 €,https://www.datart.sk/ed270rpbiipx-69cm-27-va-led-curved-fhd-1920x1080-165hz-100m-1-250cd-m2-178-178-5ms-2xhdmi-dp-audioout-vesa-freesync-6color-adjustment-flickerless-bluelightfilter-comfyview-zeroframe-black-um-he0ee-p01.html
195,HP EliteDisplay E233 (1FH46AA#ABB),"185,90 €",https://www.datart.sk/hp-elitedisplay-e233-uhlopricka-23-palcu-rozliseni-1920x1080-panel-ips-w-led-micro-edge-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-usb-hub-konektory-vga-dp-1-2-hdmi-1-4-usb3-0-bez-in.html
196,Acer XF240QPbiipr Gaming čierny (UM.UX0EE.P01),185 €,https://www.datart.sk/xf240qpbiipr-gaming-60cm-23-6-led-1920x1080-144hz-100m-1-300cd-m2-170-160-1ms-2xhdmi-dp-vesa-pivot-hgt-adj-amd-freesync-6color-adjustment-flickerless-bluelightfilter-lowdimming-comfyview-ecodisplay-black-um-ux0ee-p01.html
197,Samsung S24R650 (LS24R650FDUXEN),185 €,https://www.datart.sk/s24r650-ls24r650fduxen.html
198,Samsung CR500 (LC27R500FHUXEN),185 €,https://www.datart.sk/lc27r500fhuxen-lc27r500fhuxen.html
199,AOC I2781FH (I2781FH),183 €,https://www.datart.sk/monitor-aoc-i2781fh-i2781fh.html
200,AOC G2590FX čierny (G2590FX),"181,90 €",https://www.datart.sk/monitor-aoc-27b1h-cierny-g2590fx.html
201,AOC I1601FWUX (I1601FWUX),180 €,https://www.datart.sk/aoc-i1601fwux-i1601fwux.html
202,HP EliteDisplay E223 (1FH45AA#ABB),180 €,https://www.datart.sk/hp-elitedisplay-e223-uhlopricka-21-5-palcu-rozliseni-1920x1080-panel-ips-w-led-micro-edge-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-usb-hub-konektory-vga-dp-1-2-hdmi-1-4-usb3-0-bez.html
203,HP 27fw (4TB31AA#ABB),179 €,https://www.datart.sk/hp-27fw-audio-uhlopriecka-27-rozlisenie-1920x1080-panel-ips-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-a-anti-staticky-povrch-konektory-vga-2x-hdmi-low-blue-light-amd-freesync-bez.html
204,Philips 327E8QJAB (327E8QJAB/00),"178,90 €",https://www.datart.sk/monitor-philips-327e8qjab-327e8qjab-00.html
205,AOC C24G1 čierne (C24G1),176 €,https://www.datart.sk/aoc-c24g1-c24g1.html
206,AOC G2778VQ čierny (G2778VQ),175 €,https://www.datart.sk/monitor-aoc-g2778vq-27-led-tn-1ms-80000000-1-300cd-m2-1920-x-1080-dp.html
207,LG 32MP58HQ (32MP58HQ-P.AEU),175 €,https://www.datart.sk/monitor-lg-32mp58hq-31-5-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
208,Acer B247Ybmiprzx (UM.QB7EE.004),"174,90 €",https://www.datart.sk/monitor-acer-b247ybmiprzx-um-qb7ee-004.html
209,Acer B246HLYMDPR (UM.FB6EE.011),"174,90 €",https://www.datart.sk/monitor-acer-b246hlymdpr.html
210,Samsung S24E650 (LS24E65UPLC/EN),174 €,https://www.datart.sk/s24e650-ls24e65uplc-en.html
211,Dell UltraSharp U2412M (210-AGYH),173 €,https://www.datart.sk/LCD-monitor-DELL-UltraSharp-U2412M-IPS-panel.html
212,LG 27MP59G čierny (27MP59G-P.AEU),"170,90 €",https://www.datart.sk/monitor-lg-27mp59g-27-led-ips-1ms-250cd-m2-1920-x-1080-dp.html
213,"HP 27fh  27"",LED, IPS, 5ms, 1000:1, 300cd/m2, 1920 x 1080, (4HZ38AA#ABB)","169,90 €",https://www.datart.sk/monitor-hp-27fh-27-led-ips-5ms-1000-1-300cd-m2-1920-x-1080-4hz38aa-abb.html
214,HP 32s (2UD96AA#ABB),169 €,https://www.datart.sk/monitor-hp-32s-32-led-ips-5ms-1200-1-250cd-m2-1920-x-1080.html
215,Acer KG271bmiix čierny (UM.HX1EE.027),169 €,https://www.datart.sk/monitor-acer-kg271bmiix-cierny.html
216,HP 32 (2FW77AA#ABB),169 €,https://www.datart.sk/hp-32-uhlopricka-32-rozliseni-1920-x-1080-60hz-panel-ips-w-led-svitivost-250-cd-m2-staticky-kontrast-1-200-1-odezva-5-ms-gtg-antireflexni-filtr-antistaticka-uprava-1x-vga-1x-hdmi-cerna-barva-zaruka-2-2-0-2fw77aa-abb.html
217,Lenovo D24f-10 (65EBGAC1EU),169 €,https://www.datart.sk/lenovo-d24f-10-65ebgac1eu.html
218,AOC I2490PXQU/BT (I2490PXQU/BT),"168,90 €",https://www.datart.sk/aoc-i2490pxqu-bt-i2490pxqu-bt.html
219,HP V270 (3PL17AA#ABB),"167,30 €",https://www.datart.sk/monitor-hp-v270-3pl17aa-abb.html
220,Samsung C27F396 čierny (LC27F396FHUXEN),166 €,https://www.datart.sk/monitor-samsung-c27f396-cierny.html
221,Philips 276E9QJAB (276E9QJAB/00),165 €,https://www.datart.sk/monitor-philips-276e9qjab-276e9qjab-00.html
222,Philips 272E1CA (272E1CA/00),165 €,https://www.datart.sk/led-philips-272e1ca-fhd-va-hdmi-dp-curved-272e1ca-00.html
223,Asus VZ279HE (90LM02X0-B01470),"164,90 €",https://www.datart.sk/monitor-asus-vz279he.html
224,Acer KG241Q (UM.UX1EE.P01),"164,30 €",https://www.datart.sk/monitor-acer-kg241q-um-ux1ee-p01.html
225,Dell P1917S (210-AJBG),164 €,https://www.datart.sk/monitor-dell-p1917s-210-ajbg.html
226,Samsung C27F390FHUX/EN čierny (LC27F390FHUX/EN),"163,40 €",https://www.datart.sk/LCD-monitor-SAMSUNG-27-C27F390F-FullHD-D-Sub-HDMI.html
227,Asus VZ239Q čierny/zlatý (90LM033C-B02670),"161,30 €",https://www.datart.sk/monitor-asus-vz239q-cierny-zlaty.html
228,AOC 27V2Q (27V2Q),161 €,https://www.datart.sk/aoc-27v2q-27v2q.html
229,HP 27wm audio (V9D84AA#ABB),159 €,https://www.datart.sk/hp-27wm-audio-uhlopriecka-27-rozlisenie-1920x1080-panel-ips-w-led-svietivost-250-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-8000000-1-5-ms-g-g-matny-a-anti-staticky-povrch-1x-vga-1x-hdmi-1x-dvi-2x-2-0w-repro-zaruka-2-2-0-v9d84aa-ab.html
230,HP 27m (3WL48AA#ABB),159 €,https://www.datart.sk/monitor-hp-27m-3wl48aa-abb.html
231,Acer Nitro VG270bmiix čierny (UM.HV0EE.001),159 €,https://www.datart.sk/monitor-acer-nitro-vg270bmiix-cierny-um-hv0ee-001.html
232,LG 24BK550Y čierny (24BK550Y-B.AEU),158 €,https://www.datart.sk/monitor-lg-24bk550y-24-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
233,Philips 271E1SCA (271E1SCA/00),"157,90 €",https://www.datart.sk/monitor-philips-271e1sca-271e1sca-00.html
234,AOC 24G2U5 čierne (24G2U5/BK),"157,60 €",https://www.datart.sk/aoc-24g2u5-24g2u5-bk.html
235,Samsung C24RG50 (LC24RG50FQUXEN),155 €,https://www.datart.sk/lc24rg50fquxen-lc24rg50fquxen.html
236,HP 27fw (3KS64AA#ABB),155 €,https://www.datart.sk/monitor-hp-27fw-3ks64aa-abb.html
237,AOC 24P1 čierny (24P1),154 €,https://www.datart.sk/monitor-aoc-24p1-cierny-24p1.html
238,Philips 243S7EJMB (243S7EJMB/00),"153,90 €",https://www.datart.sk/monitor-philips-243s7ejmb-243s7ejmb-00.html
239,Philips 245E1S (245E1S/00),"150,90 €",https://www.datart.sk/monitor-philips-245e1s-245e1s-00.html
240,Philips 243S7EHMB čierny (243S7EHMB/00),150 €,https://www.datart.sk/monitor-philips-243s7ehmb-23-8-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
241,Philips 243S7EYMB čierny (243S7EYMB/00),150 €,https://www.datart.sk/monitor-philips-243s7eymb-cierny.html
242,Dell P2419H (210-APWU),149 €,https://www.datart.sk/monitor-dell-p2419h-210-apwu.html
243,HP 27f čierny/strieborný (2XN62AA#ABB),149 €,https://www.datart.sk/monitor-hp-27f-cierny-strieborny-2xn62aa-abb.html
244,Dell SE2719H (210-AQKM),149 €,https://www.datart.sk/monitor-dell-se2719h-210-aqkm.html
245,Asus VZ279HE-W biely (90LM02XD-B01470),149 €,https://www.datart.sk/monitor-asus-vz279he-w-27-led-ips-5ms-80000000-1-250cd-m2-1920-x-1080.html
246,HP 22x (6ML40AA#ABB),149 €,https://www.datart.sk/hp-22x-uhlopricka-21-5-palce-rozliseni-1920-x-1080-panel-tn-w-led-svitivost-270-cd-m2-staticky-kontrast-1000-1-odezva-1ms-matny-povrch-low-blue-light-1xhdmi-1x-vga-zobrazovaci-frekvence-horizontalne-az167-khz-zobrazovaci-frekvence-vertikalne.html
247,HP 27y (2YV11AA#ABB),149 €,https://www.datart.sk/hp-27y-uhlopriecka-27-rozlisenie-1920x1080-panel-ads-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-1x-vga-1x-dvi-d-hdcp-1x-hdmi-1-4-hdcp-podpora-vesa-bez-integrovanych-reproduktorov.html
248,Lenovo L27i-28 čierny (65E0KAC1EU),149 €,https://www.datart.sk/monitor-lenovo-l27i-28-cierny-65e0kac1eu.html
249,Dell P2319H (210-APWT),"147,90 €",https://www.datart.sk/monitor-dell-p2319h-210-apwt.html
250,Samsung F24T400 (LF24T400FHUXEN),147 €,https://www.datart.sk/monitor-samsung-f24t400-lf24t400fhuxen.html
251,Dell P2219H (210-APWR),"146,90 €",https://www.datart.sk/monitor-dell-p2219h-210-apwr.html
252,MSI Optix G241VC (Optix G241VC),145 €,https://www.datart.sk/msi-optix-g241vc-23-6-c-1920x1080-3000-1-1ms-optix-g241vc.html
253,Acer B227QBmiprzx (UM.WB7EE.006),143 €,https://www.datart.sk/b227qbmiprzx-55cm-21-5-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-4ms-vga-hdmi-dp-audio-in-out-usb-3-0hub-repro-2x2w-hgt-adj-vesa-pivot-pivot-acerdisplaywidget-6color-adjustment-flickerless-bluelightfilter-lowdimming-comfyv.html
254,Philips 273V7QJAB čierny (273V7QJAB/00),143 €,https://www.datart.sk/monitor-philips-273v7qjab-cierny.html
255,"Asus VT168N čierny 15.6"",LED, TFT, 10ms, 600:1, 200cd/m2, 1366 x 768, (90LM02G1-B01170)","141,90 €",https://www.datart.sk/monitor-asus-vt168n-cierny-15-6-led-tft-10ms-600-1-200cd-m2-1366-x-768.html
256,HP P24h G4 (7VH44AA#ABB),"140,90 €",https://www.datart.sk/hp-p24h-g4-uhlopricka-23-8-rozliseni-1920x1080-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-konektory-vga-dp-1-2-hdmi-1-4-reproduktory-2x-2w-flicker-free-low-blue-light-zaruka-3-3-3-7vh44aa-abb.html
257,LG 24MB37PM (24MB37PM-B.AEU),"140,90 €",https://www.datart.sk/monitor-lg-24mb37pm-23-8-led-ips-5ms-5000000-1-250cd-m2-1920-x-1080.html
258,AOC 22P1 čierny (22P1),"140,20 €",https://www.datart.sk/monitor-aoc-22p1-cierny-22p1.html
259,Lenovo Q24i-10 (65F3KAC3EU),139 €,https://www.datart.sk/lenovo-q24i-10-65f3kac3eu.html
260,Philips 276E9QDSB čierny/strieborný (276E9QDSB),139 €,https://www.datart.sk/monitor-philips-276e9qdsb-cierny-strieborny-276e9qdsb.html
261,Dell SE2719HR čierny (DELL-SE2719HR),139 €,https://www.datart.sk/se2719hr-dell-se2719hr.html
262,HP 24fw (4TB29AA#ABB),139 €,https://www.datart.sk/hp-24fw-audio-uhlopriecka-23-8-rozlisenie-1920x1080-panel-ips-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-a-anti-staticky-povrch-konektory-vga-hdmi-low-blue-light-amd-freesync-bez.html
263,Asus MB168B (90LM00I0-B01170),"138,90 €",https://www.datart.sk/monitor-asus-mb168b-90lm00i0-b01170.html
264,AOC I1659FWUX (I1659FWUX),"138,90 €",https://www.datart.sk/aoc-i1659fwux-i1659fwux.html
265,HP ProDisplay P244 (5QG35AA#ABB),"137,10 €",https://www.datart.sk/hp-prodisplay-p244-uhlopricka-23-8-palcu-rozliseni-1920x1080-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-konektory-vga-dp-1-2-hdmi-1-4-bez-integrovanych-reproduktoru-flicker-free-low-blue-light-zaruka.html
266,Philips 273V5LHAB čierny (273V5LHAB/00),137 €,https://www.datart.sk/LCD-monitor-Philips-27-LED-273V5LHAB-Full-HD-HDMI-rep.html
267,Acer CB242Ysmiprx (UM.QB2EE.007),137 €,https://www.datart.sk/cb242ysmiprx-60cm-23-8-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-1ms-vbr-vga-hdmi-1-4-dp-1-2-audio-in-out-repro-2x2w-hgt-adj-vesa-pivot-6color-adjustment-freesync-acerdisplaywidget-flickerless-bluelightfilter-lowdimming-comf.html
268,Philips 273V7QDAB čierny (273V7QDAB/00),137 €,https://www.datart.sk/monitor-philips-273v7qdab-cierny.html
269,Samsung S27F350 čierny (LS27F350FHUXEN),137 €,https://www.datart.sk/LCD-monitor-SAMSUNG-27-S27F350-FullHD-PLS-D-Sub-HDMI.html
270,Samsung S27F358 čierny (LS27F358FWUXEN),137 €,https://www.datart.sk/monitor-samsung-s27f358-cierny.html
271,Dell P2217 (DLLP2217),"136,90 €",https://www.datart.sk/-22-lcd-p2217-professional-tn-hdmi-dp-vga-usb-3rnbd-cerny-p2217.html
272,HP N246 (3NS59AA#ABB),"136,90 €",https://www.datart.sk/monitor-hp-n246-3ns59aa-abb.html
273,Philips 246V5LDSB čierny (246V5LDSB/00),136 €,https://www.datart.sk/monitor-philips-246v5ldsb-cierny.html
274,AOC G2590VXQ čierne (G2590VXQ),"135,90 €",https://www.datart.sk/aoc-g2590vxq-g2590vxq.html
275,AOC 27B1H čierny (27B1H),"135,90 €",https://www.datart.sk/monitor-aoc-g2590fx-cierny-27b1h.html
276,Acer CB242Ybmiprx čierny (UM.QB2EE.001),135 €,https://www.datart.sk/cb242ybmiprx-60cm-23-8-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-1ms-vbr-vga-hdmi-1-4-dp-1-2-audio-in-out-repro-2x2w-hgt-adj-vesa-pivot-6color-adjustment-freesync-hdr-ready-acerdisplaywidget-flickerless-bluelightfilter-lowdi.html
277,AOC 27B2H (27B2H),135 €,https://www.datart.sk/aoc-27b2h-27b2h.html
278,HP P22h G4 (7UZ36AA#ABB),"133,20 €",https://www.datart.sk/hp-p22h-g4-uhlopricka-21-5-palcu-rozliseni-1920x1080-fhd-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-1x-displayport-1-2-1x-hdmi-1-4-hdcp-1x-vga-bez-integrovanych-repro.html
279,Acer KA270HAbid čierny (UM.HX3EE.A01),132 €,https://www.datart.sk/monitor-acer-ka270habid-27-led-va-4ms-100000000-1-300cd-m2-1920-x-1080.html
280,"HP 24fh  23,8"",LED, IPS, 5ms, 1000:1, 300cd/m2, 1920 x 1080, (4HZ37AA#ABB)","131,80 €",https://www.datart.sk/monitor-hp-24fh-23-8-led-ips-5ms-1000-1-300cd-m2-1920-x-1080-4hz37aa-abb.html
281,Philips 273V7QDSB čierny (273V7QDSB/00),131 €,https://www.datart.sk/monitor-philips-273v7qdsb-cierny.html
282,Acer Nitro VG240Ybmiix čierny (UM.QV0EE.001),130 €,https://www.datart.sk/monitor-acer-nitro-vg240ybmiix-cierny-um-qv0ee-001.html
283,Dell S2319H (210-APBR),"129,90 €",https://www.datart.sk/monitor-dell-s2319h-210-apbr.html
284,Philips 223S7EJMB čierny (223S7EJMB/00),"129,50 €",https://www.datart.sk/monitor-philips-223s7ejmb-cierny.html
